"2019.04.13 දින දක්වා කාල  තුළ  හත විසද්ධශී  දුරකථන අංක  මෙ  ම්බන්ධ්‍තා  වත්වා ඇති","","","",""
"බව දුරකථන විශේසල්ෂෙසේ දී නිරීක්ෂෙ  වී ඇත.","","","",""
"අනු අංක","දුරකතන අංක","රට","","ඇමතුම් වාර ෙෙන"
"01","+76761875025","Kazakhstan","or","105"
"","","Russia","",""
"02","+76772345678","Kazakhstan","or","10"
"","","Russia","",""
"03","+76768225555","Kazakhstan","or","07"
"","","Russia","",""
"04","+76763528384","Kazakhstan","or","01"
"","","Russia","",""
"05","+76762255362","Kazakhstan","or","01"
"","","Russia","",""
"06","+8220035315","South Korea","","01"
